Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
11264,Credit derivatives and bank systemic risk: risk enhancing or reducing?,2021,Contribution to journal,https://research.monash.edu/en/publications/credit-derivatives-and-bank-systemic-risk-risk-enhancing-or-reduc,Finance Research Letters,1,757
11265,Local logit regression for loan recovery rate,2021,Contribution to journal,https://research.monash.edu/en/publications/local-logit-regression-for-loan-recovery-rate,Journal of Banking and Finance,1,1296
11266,The determinants of bank loan recovery rates in good times and bad – New evidence,2020,Contribution to journal,https://research.monash.edu/en/publications/the-determinants-of-bank-loan-recovery-rates-in-good-times-and-ba,Journal of Economic Behavior and Organization,1,1404
11267,Oil price and Gulf Corporation Council stock indices: new evidence from time-varying copula models,2019,Contribution to journal,https://research.monash.edu/en/publications/oil-price-and-gulf-corporation-council-stock-indices-new-evidence,Economic Modelling,1,578
11268,Nonparametric panel data model for crude oil and stock market prices in net oil importing countries,2017,Contribution to journal,https://research.monash.edu/en/publications/nonparametric-panel-data-model-for-crude-oil-and-stock-market-pri,Energy Economics,1,639
11269,Determinants of sovereign bond yield spreads and contagion in the peripheral EU countries,2016,Contribution to journal,https://research.monash.edu/en/publications/determinants-of-sovereign-bond-yield-spreads-and-contagion-in-the,Economic Modelling,1,578
11270,How accurately can convertibles be classified as debt or equity for tax purposes? Evidence from Australia,2016,Contribution to journal,https://research.monash.edu/en/publications/how-accurately-can-convertibles-be-classified-as-debt-or-equity-f,Review of Law and Economics,1,2272
11271,Modelling the recovery outcomes for defaulted loans: A survival analysis approach,2016,Contribution to journal,https://research.monash.edu/en/publications/modelling-the-recovery-outcomes-for-defaulted-loans-a-survival-an,Economics Letters,1,603
11272,Sporting clubs and scandals - Lessons in governance,2016,Contribution to journal,https://research.monash.edu/en/publications/sporting-clubs-and-scandals-lessons-in-governance,Sport Management Review,1,2388
11273,Loan default correlation using an Archimedean copula approach: A case for recalibration,2015,Contribution to journal,https://research.monash.edu/en/publications/loan-default-correlation-using-an-archimedean-copula-approach-a-c,Economic Modelling,1,578
11274,Can the Chinese banking system continue to grow without sacrificing loan quality?,2014,Contribution to journal,https://research.monash.edu/en/publications/can-the-chinese-banking-system-continue-to-grow-without-sacrifici,"Journal of International Financial Markets, Institutions and Money",1,1587
11275,Facilitating international education through overseas study programs: An Australian business school perspective,2014,Contribution to journal,https://research.monash.edu/en/publications/facilitating-international-education-through-overseas-study-progr,International Journal of Pedagogies and Learning,1,
11276,Franking credits and market reactions: Evidence from the Australian convertible security market,2014,Contribution to journal,https://research.monash.edu/en/publications/franking-credits-and-market-reactions-evidence-from-the-australia,"Journal of International Financial Markets, Institutions and Money",1,1587
11277,Modelling the dependence structures of Australian iTraxx CDS index,2014,Contribution to journal,https://research.monash.edu/en/publications/modelling-the-dependence-structures-of-australian-itraxx-cds-inde,Applied Economics,1,160
11278,Brief technical note: A Markov chain approach to measure investment rating migrations,2013,Contribution to journal,https://research.monash.edu/en/publications/brief-technical-note-a-markov-chain-approach-to-measure-investmen,Australasian Accounting Business and Finance Journal,1,240
11279,Exploring how short-term overseas study programs impact students' personal growth,2013,Contribution to journal,https://research.monash.edu/en/publications/exploring-how-short-term-overseas-study-programs-impact-students-,Australian Journal of Adult Learning,1,
11280,The use of fixed income in emerging markets: Empirical Evidence,2009,Contribution to journal,https://research.monash.edu/en/publications/the-use-of-fixed-income-in-emerging-markets-empirical-evidence,Banks and Bank Systems,1,293
11281,The stock market reaction to Australian convertible debt issues: New evidence,2008,Contribution to journal,https://research.monash.edu/en/publications/the-stock-market-reaction-to-australian-convertible-debt-issues-n,Investment Management and Financial Innovations,1,1219
11282,Naming as business strategy: an analysis of eponymy and debt contracting,2024,Contribution to journal,https://research.monash.edu/en/publications/naming-as-business-strategy-an-analysis-of-eponymy-and-debt-contr,Review of Accounting Studies,1,2244
11283,Derivatives use and financial instrument disclosure in the extractives industry,2013,Contribution to journal,https://research.monash.edu/en/publications/derivatives-use-and-financial-instrument-disclosure-in-the-extrac,Accounting & Finance,1,16
11284,The politics of accounting standard-setting: A review of empirical research,2013,Contribution to journal,https://research.monash.edu/en/publications/the-politics-of-accounting-standard-setting-a-review-of-empirical,Australian Journal of Management,1,274
11285,Information and the cost of capital: The Easley-O'Hara (2004) model with endogenous information acquisition,2011,Contribution to journal,https://research.monash.edu/en/publications/information-and-the-cost-of-capital-the-easley-ohara-2004-model-w,Australian Journal of Management,1,274
11286,Social networks and venture capital investments around the world,2025,Contribution to journal,https://research.monash.edu/en/publications/social-networks-and-venture-capital-investments-around-the-world,The British Accounting Review,1,317
11287,Risk management and private debt contracts: the role of weather derivatives,2024,Contribution to journal,https://research.monash.edu/en/publications/risk-management-and-private-debt-contracts-the-role-of-weather-de,Journal of Business Finance and Accounting,1,981
11288,The value of social capital in small business lending: evidence from the Small Business Administration program,2024,Contribution to journal,https://research.monash.edu/en/publications/the-value-of-social-capital-in-small-business-lending-evidence-fr,Journal of Financial Research,1,1486
11289,Customer satisfaction and the cost of capital,2021,Contribution to journal,https://research.monash.edu/en/publications/customer-satisfaction-and-the-cost-of-capital,Review of Accounting Studies,1,2244
11290,Is drought risk priced in private debt contracts?,2021,Contribution to journal,https://research.monash.edu/en/publications/is-drought-risk-priced-in-private-debt-contracts,International Review of Finance,1,1196
11291,Climate risk: the price of drought,2020,Contribution to journal,https://research.monash.edu/en/publications/climate-risk-the-price-of-drought,Journal of Corporate Finance,1,1373
11292,"REITs, growth options and beta",2017,Contribution to journal,https://research.monash.edu/en/publications/reits-growth-options-and-beta,Journal of Real Estate Finance and Economics,1,1733
11293,The intra-regional spillover effects of bond defaults: evidence from the Chinese corporate debt market,2023,Contribution to journal,https://research.monash.edu/en/publications/the-intra-regional-spillover-effects-of-bond-defaults-evidence-fr,Pacific Basin Finance Journal,1,2095
11294,Do mutual fund managers earn their fees? New measures for performance appraisal,2020,Contribution to journal,https://research.monash.edu/en/publications/do-mutual-fund-managers-earn-their-fees-new-measures-for-performa,European Journal of Operational Research,1,714
11295,Impact of mood and gender on individual investors’ reactions to retractions and corrections of earnings forecasts,2019,Contribution to journal,https://research.monash.edu/en/publications/impact-of-mood-and-gender-on-individual-investors-reactions-to-re,Applied Economics,1,160
